Id_FranceArchives,Nom_du_service,Identifiant_du_service,Courriel,Telephone,Adresse_postale,Adresse_du_service,Ville,Code_postal,Horaires_d_ouverture,Site_internet,Code_insee_commune,Latitude,Longitude,Lien_FranceArchives,Categorie_de_service,Categorie,Service_de_rattachement
34580,Ministère de l'Éducation nationale - Mission des Archives,,mapc@education.gouv.fr,01.55.55.00.58,,110 rue de Grenelle,Paris,75007,,,75107,48.85663,2.320814,https://francearchives.gouv.fr/fr/service/34580,M,Présidence de la République et ministères,
34584,"Ministère de la Justice - Secrétariat général. Département des archives, de la documentation et du patrimoine",,red.dadp-sem-sg@justice.gouv.fr,01.44.77.60.60,"13 place Vendôme, 75042 Paris Cedex 01","Millénaire 3, 35 rue de la Gare",Paris,75019,,http://www.archives-judiciaires.justice.gouv.fr/,75119,48.901873,2.37304,https://francearchives.gouv.fr/fr/service/34584,M,Présidence de la République et ministères,
34579,Ministère de la Transition écologique et solidaire - Direction de l'Aviation civile. Mission Archives,,david.berthout@aviation-civile.gouv.fr,01.58.09.47.14,,50 rue Henry Farman,Paris,75015,,https://www.ecologique-solidaire.gouv.fr/archives-laviation-civile,75115,48.834243,2.272004,https://francearchives.gouv.fr/fr/service/34579,M,Présidence de la République et ministères,
34578,Ministère de la Transition écologique et solidaire - Mission des archives publiques,,,01.40.81.69.46,Grande Arche de La Défense - paroi sud / Tour Sequoia,,,,,https://www.ecologie.gouv.fr/lhistoire-des-ministeres,92079,48.89428056785632,2.2401887841408645,https://francearchives.gouv.fr/fr/service/34578,M,Présidence de la République et ministères,
34577,Ministère des Armées - Service historique de la Défense (SHD),FRSHD,,01.41.93.45.45,,"Château de Vincennes, avenue de Paris",Vincennes,94300,,https://www.servicehistorique.sga.defense.gouv.fr/,94080,48.845405,2.428458,https://francearchives.gouv.fr/fr/service/34577,M,Présidence de la République et ministères,
34574,"Ministère des Armées - Direction de la mémoire, de la culture et des archives (DMCA)",FRDPMA,dmpa-dpc.fct@intradef.gouv.fr,09.88.68.65.08,"60 boulevard du Général Martial Valin - CS 21623, 75509 Paris Cedex 15",60 boulevard du Général Martial Valin,Paris,75015,,https://www.defense.gouv.fr/sga/nous-connaitre/organisation-du-sga/directions/direction-memoire-culture-archives-dmca,75115,48.836551,2.27543,https://francearchives.gouv.fr/fr/service/34574,M,Présidence de la République et ministères,
34587,Ministère du Travail - Mission des Archives,,anne.lambert@sg.social.gouv.fr,01.40.56.73.40,"14 avenue Duquesne, 75350 Paris 07 SP",,,,,,75107,48.85227921312034,2.3089868414835455,https://francearchives.gouv.fr/fr/service/34587,M,Présidence de la République et ministères,
339674653,Ministère en charge des transports - Centre d'études des tunnels (CETU) - Service des archives,,armelle.emery@developpement-durable.gouv.fr,04.72.14.33.75,"25, avenue François Mitterrand 69500 BRON",,Bron,69500,,https://www.cetu.developpement-durable.gouv.fr/,69123,45.73841,4.92441,https://francearchives.gouv.fr/fr/service/339674653,M,Présidence de la République et ministères,
34586,"Ministères sociaux (affaires sociales, santé, travail) - Secrétariat général – Bureau des archives",,anne.lambert@sg.social.gouv.fr,,"14 avenue Duquesne, 75350 Paris 07 SP",,,,,,75107,48.852236855487945,2.3089653838115463,https://francearchives.gouv.fr/fr/service/34586,M,Présidence de la République et ministères,
34127,Préfecture de Police - Service des archives,FRAPP075,archivesdelaprefecturedepolice@interieur.gouv.fr,01.53.71.61.15,"1 bis rue de Lutèce, 75195 Paris Cedex 04",25 rue Baudin,Le Pré Saint-Gervais,93310,Ma.-Ve. 9 h à 17 h ,https://www.prefecturedepolice.interieur.gouv.fr/archives,93061,48.887587,2.405084,https://francearchives.gouv.fr/fr/service/34127,M,Présidence de la République et ministères,
34562,Présidence de la République - Service des archives et de l'information documentaire,,secretariat.archives@elysee.fr,01.42.92.86.10,,55 rue du Faubourg Saint-Honoré,Paris,75008,,,75108,48.872986,2.31065,https://francearchives.gouv.fr/fr/service/34562,M,Présidence de la République et ministères,
34563,Services du Premier Ministre - Mission des archives,,nathalie.morin@sgg.pm.gouv.fr,01.42.75.81.18,,56 rue de Varenne,Paris,75007,,,75107,48.854677,2.321278,https://francearchives.gouv.fr/fr/service/34563,M,Présidence de la République et ministères,
264815727,"Centre du réseau territorial / Division Nord-Ouest, Brest",,shd-brest.secre.fct@intradef.gouv.fr,02.98.22.05.39,,4 rue du Commandant Malbert,Brest,29200,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/brest-division-nord-ouest-du-departement-du-reseau-territorial-du-shd ,29019,48.381373,-4.488866,https://francearchives.gouv.fr/fr/service/34577#service-264815727,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
24437276,Centre des archives du personnel militaire,,capm-pau.courrier.fct@intradef.gouv.fr,05.59.40.46.92,,"Caserne Bernadotte, place de Verdun",Pau,64000,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/pau-centre-des-archives-du-personnel-militaire-capm ,64445,43.29864421273248,-0.3785884160808866,https://francearchives.gouv.fr/fr/service/34577#service-24437276,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
24437275,Centre des archives de l'armement et du personnel,,shd-caapc-communication.archiviste.fct@intradef.gouv.fr,05.49.20.01.20,"CS 50650, 86106 Châtellerault Cedex",211 Grande Rue de Châteauneuf,Châtellerault,86100,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/chatellerault-centre-des-archives-de-larmement-et-du-personnel-civil ,86066,46.813189,0.532149,https://francearchives.gouv.fr/fr/service/34577#service-24437275,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
264815722,"Centre du réseau territorial / Division Nord, Cherbourg",,shd.cherbourg@gmail.com,02.33.92.65.07,"CC 314, 50115 Cherbourg-en-Cotentin Cedex",57 rue de l'Abbaye,Cherbourg en Cotentin,50100,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/cherbourg-centre-historique-des-archives-de-la-marine-en-atlantique-et-dans-le ,50129,49.644513,-1.634079,https://francearchives.gouv.fr/fr/service/34577#service-264815722,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
24437274,Centre historique des archives,,,01.41.93.43.02,"Château de Vincennes, avenue de Paris, 94306 Vincennes Cedex","Château de Vincennes, avenue de Paris",Vincennes,,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/vincennes-centre-historique-des-archives ,94080,48.845405,2.428458,https://francearchives.gouv.fr/fr/service/34577#service-24437274,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
264815751,"Centre du réseau territorial / Division Sud-Est, Toulon",,shd-toulon.secretaire.fct@intradef.gouv.fr,04.22.42.08.13,"BP 45, 83800 Toulon Cedex 09","BCRM de Toulon, passage de la Corderie",Toulon,83000,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/toulon-division-sud-est-du-departement-du-reseau-territorial-du-shd ,83137,43.118293,5.967579,https://francearchives.gouv.fr/fr/service/34577#service-264815751,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
264815736,"Centre du réseau territorial / Division Centre-Ouest, Lorient",,shd-lorient.contact.fct@intradef.gouv.fr,02.97.12.41.92,,"Enclos de la Marine, 2 rue de la Cale-Orry",Lorient,56998 ,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/lorient-centre-historique-des-archives-de-la-marine-en-ocean-indien,56121,47.744416,-3.356481,https://francearchives.gouv.fr/fr/service/34577#service-264815736,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
264815746,"Centre du réseau territorial / Division Sud-Ouest, Rochefort",,shd-rochefort.contact.fct@intradef.gouv.fr,05.46.87.74.90,,4 rue du Port,Rochefort,17300,,https://www.servicehistorique.sga.defense.gouv.fr/centres-shd/rochefort-archives-de-la-marine-du-littoral-atlantique ,17299,45.932265,-0.96165,https://francearchives.gouv.fr/fr/service/34577#service-264815746,M,Présidence de la République et ministères,Ministère des Armées - Service historique de la Défense (SHD)
34633,Archives nationales,FRAN,,01.75.47.20.02,"59 rue Guynemer, 90001, 93383 Pierrefitte-sur-Seine Cedex",59 rue Guynemer,Pierrefitte-sur-Seine,93380,,http://www.archives-nationales.culture.gouv.fr,93059,48.948078,2.364944,https://francearchives.gouv.fr/fr/service/34633,N,Archives nationales,
34641,Archives nationales d'outre-mer - ANOM,FRANOM,anom.aix@culture.gouv.fr,04.42.93.38.50,"CS 50062, 13182 Aix-en-Provence Cedex 5",29 chemin du Moulin de Testa,Aix-en-Provence,13090,Lu.-Ve. 9h à 17h,https://archives-nationales-outre-mer.culture.gouv.fr/,13001,43.514486,5.447973,https://francearchives.gouv.fr/fr/service/34641,N,Archives nationales,
34645,Archives nationales du monde du travail - ANMT,FRANMT,anmt@culture.gouv.fr,03.20.65.38.00,"CS 80405, 59057 Roubaix Cedex 1",78 boulevard du Général Leclerc,Roubaix,59050,Ma.-Ve. 9 h à 17 h,https://archives-nationales-travail.culture.gouv.fr/,59512,50.689956,3.177965,https://francearchives.gouv.fr/fr/service/34645,N,Archives nationales,
34638,Archives nationales - Site de Paris,,,01.40.27.64.20,,60 rue des Francs-Bourgeois,Paris,75003,"Lu.-Sa de 9 h à 16 h 45 (le samedi, seuls sont communiqués les documents préalablement réservés)",https://www.archives-nationales.culture.gouv.fr/,75103,48.859963,2.357272,https://francearchives.gouv.fr/fr/service/34633#service-34638,N,Archives nationales,Archives nationales
34589,Assemblée nationale - Division des Archives et de l'Histoire parlementaire,,archives@assemblee-nationale.fr,01.40.63.85.55,"Palais Bourbon, 126 rue de l'Université, 75355 Paris 07 SP",233 boulevard Saint-Germain,Paris,75007,Lu.- Ve. 10 h à 18 h (17h le Ve.),http://archives.assemblee-nationale.fr/index.asp,75107,48.860656,2.320846,https://francearchives.gouv.fr/fr/service/34589,P,Parlement et hautes juridictions,
34590,Conseil d'Etat - Bibliothèque et archives,,claire.sibille-de-grimouard@conseil-etat.fr,01.40.20.81.32,"Palais-Royal, 75100 Paris Cedex 01",Palais-Royal,Paris,75001,,https://www.conseil-etat.fr/qui-sommes-nous/le-conseil-d-etat/histoire-et-patrimoine/comite-d-histoire-bibliotheque-et-archives-du-conseil-d-etat,75101,48.862551,2.336751,https://francearchives.gouv.fr/fr/service/34590,P,Parlement et hautes juridictions,
34591,"Conseil économique, social et environnemental - CESE - Service des archives, de la documentation, de l'Edition et de la Séance. Pôle Archives et Documentation",,bibliotheque@lecese.fr,01.44.43.61.14,"Palais d'Iéna, 9 place d'Iéna, 75775 Paris Cedex 16","Palais d'Iéna, 9 place d'Iéna",Paris,75016,Sur rendez-vous,,75116,48.864189,2.292904,https://francearchives.gouv.fr/fr/service/34591,P,Parlement et hautes juridictions,
90841473,Cour de cassation - Service des archives,,sca.courdecassation@justice.fr,01.44.32.67.69,,5 quai de l'Horloge,Paris Cedex 01,75055,,,75101,48.856656,2.344612,https://francearchives.gouv.fr/fr/service/90841473,P,Parlement et hautes juridictions,
34592,Cour des comptes - Direction de la documentation et des archives ,,pierre.morillot@ccomptes.fr,01.42.98.97.48,,13 rue Cambon,Paris,75001,,http://www.ccomptes.fr,75101,48.866956,2.325669,https://francearchives.gouv.fr/fr/service/34592,P,Parlement et hautes juridictions,
677895522,Cour nationale du droit d'asile - Pôle Archives,,archives@cnda.juradm.fr,01.88.51.49.56,,35 rue Cuvier,Montreuil,93100,,http://www.cnda.fr/,,48.850915,2.424574,https://francearchives.gouv.fr/fr/service/677895522,P,Parlement et hautes juridictions,
34593,Sénat - Direction de la bibliothèque et des archives. Division des archives,FR751065208,archives@senat.fr,01.42.34.36.18,"Palais du Luxembourg, 15 rue de Vaugirard, 75291 Paris Cedex 06","Palais du Luxembourg, 15 rue de Vaugirard",Paris,75006,Lu.-Ve. 9 h 30 à 12h45 et 14h à 18 h,https://archives.senat.fr,75106,48.849169,2.337343,https://francearchives.gouv.fr/fr/service/34593,P,Parlement et hautes juridictions,
34550,Conseil régional Grand-Est - Site de Châlons-en-Champagne - Service des archives,FRAR44,archives@grandest.fr,03.26.70.31.63,"1 place Adrien Zeller, BP 91006, 67070 Strasbourg Cedex",5 rue de Jéricho,Châlons-en-Champagne,51000,,https://www.grandest.fr/archives-regionales,51108,48.951801,4.370571,https://francearchives.gouv.fr/fr/service/34550,R,Archives régionales,
34551,Conseil régional Grand-Est - Site de Metz - Service des archives,,archives@grandest.fr,03.87.33.62.73,"1 place Adrien Zeller, BP 91006, 67070 Strasbourg Cedex",place Gabriel Hocquard,Metz,57000,sur rendez-vous,https://www.grandest.fr/archives-regionales,57463,49.12471,6.175351,https://francearchives.gouv.fr/fr/service/34551,R,Archives régionales,
34549,Conseil régional Grand-Est  - Site de Strasbourg - Service des archives,,archives@grandest.fr,03.88.15.68.67 (standard) ou 03.88.15.67.66 (n° direct),"BP 91006, 67070 Strasbourg Cedex",1 place Adrien Zeller,Strasbourg,67000,sur rendez-vous,https://www.grandest.fr/archives-regionales,67482,48.598792,7.760417,https://francearchives.gouv.fr/fr/service/34549,R,Archives régionales,
34539,Conseil régional d'Auvergne-Rhône-Alpes - Site de Lyon - Service des archives,FRAR84,agnes.roux@auvergnerhonealpes.fr,04.26.73.38.14,"Conseil régional Auvergne-Rhône-Alpes, 101 cours Charlemagne, CS 20033, 69269 Lyon Cedex 02",101 cours Charlemagne,Lyon,69002,Lu.-Ve. 8h à 17h,,69123,45.740575,4.820078,https://francearchives.gouv.fr/fr/service/34539,R,Archives régionales,
34538,Conseil régional d'Auvergne-Rhône-Alpes - Site de Clermont-Ferrand - Service des archives,,archives.clermont@auvergnerhonealpes.fr,04.73.31.81.95,"Conseil régional Auvergne-Rhône-Alpes, 59 boulevard Léon Jouhaux, CS 90706, 63050 Clermont-Ferrand Cedex 2",59 boulevard Léon Jouhaux,Clermont-Ferrand,63050,,,63113,45.794946,3.116578,https://francearchives.gouv.fr/fr/service/34538,R,Archives régionales,
34552,Conseil régional d'Ile-de-France - Service des archives régionales,,archives@iledefrance.fr,01.53.85.51.48,,2 rue Simone Veil,Saint-Ouen,93400,sur rendez-vous,,93070,48.912395,2.331462,https://francearchives.gouv.fr/fr/service/34552,R,Archives régionales,
34554,Conseil régional d'Occitanie - Site de Toulouse - Unité Archives,,archives-occitanie@laregion.fr,05.61.33.56.35,"Hôtel de région, 22, boulevard du Maréchal Juin, 31406 Toulouse Cedex 9","Hôtel de région, 22 boulevard du Maréchal Juin",Toulouse,31400,sur rendez-vous,,31555,43.589299,1.440857,https://francearchives.gouv.fr/fr/service/34554,R,Archives régionales,
34553,Conseil régional d'Occitanie - Site de Montpellier - Unité Archives,FRAR76,archives-occitanie@laregion.fr,05.61.33.56.35,"Hôtel de Région, 201 avenue de la Pompignane, 34064 Montpellier Cedex 2","Espace Robert Capdeville, 417 rue Samuel Morse",Montpellier,34000,sur rendez-vous,,34172,43.605715,3.917447,https://francearchives.gouv.fr/fr/service/34553,R,Archives régionales,
34542,Conseil régional de Bourgogne-Franche-Comté - Site de Dijon - Cellule archives,FRAR27,maxime.tissier@bourgognefranchecomte.fr,03.80.44.41.98,"4 square Castan, CS 51857, 25031 Besançon Cedex",15 rue de La Brot,Dijon,21000,sur rendez-vous,,21231,47.346048,5.071822,https://francearchives.gouv.fr/fr/service/34542,R,Archives régionales,
34543,Conseil régional de Bourgogne-Franche-Comté - Site de Besançon - Service des archives,,service.archives@bourgognefranchecomte.fr,03.81.61.61.46,"4 square Castan, CS 51857, 25031 Besançon Cedex",8 avenue Denfert Rochereau,Besançon,25031,sur rendez-vous,,25056,47.2438,6.02691,https://francearchives.gouv.fr/fr/service/34543,R,Archives régionales,
34544,Conseil régional de Bretagne - Service des archives,FRAR53,archives@bretagne.bzh,02.99.27.97.11,"CS 21101, 35711 Rennes Cedex 7",283 avenue du Général Patton,Rennes,35700,Sur rendez-vous,,35238,48.134736,-1.660295,https://francearchives.gouv.fr/fr/service/34544,R,Archives régionales,
34558,Conseil régional de Hauts-de-France - Site d'Amiens - Service des archives,,christine.paquet@hautsdefrance.fr,03.74.27.65.21,,39 rue Lamarck,Amiens,80026,Lu./Me./Ve. 14h à 17h30 /Ma./Je. 9h à 12h et 14h à 17h30,https://www.hautsdefrance.fr/archives-regionales/ ,80021,49.889291,2.297634,https://francearchives.gouv.fr/fr/service/34558,R,Archives régionales,
34557,Conseil régional de Hauts-de-France - Site de Lille - Service des archives,FRAR32,archives@hautsdefrance.fr,03.74.27.67.31,,151 avenue du Président Hoover,Lille,59555,Lu. 13h30 à 17h / Ma.-Ve. 9h à 12h et 13h30 à 17h,https://www.hautsdefrance.fr/archives-regionales/ ,59350,50.629768,3.078399,https://francearchives.gouv.fr/fr/service/34557,R,Archives régionales,
34541,Conseil régional de Normandie - Site de Rouen - Service des archives,FRAR28,archives@normandie.fr,02.35.52.23.96,"CS 21129, 76174 Rouen Cedex",5 rue Robert Schuman,Rouen,76000,,,14118,49.193722,-0.385218,https://francearchives.gouv.fr/fr/service/34541,R,Archives régionales,
34540,Conseil régional de Normandie - Site de Caen - Service des archives,,archives@normandie.fr,02.31.06.98.45,"CS 50523, 14035 Caen Cedex 1","Abbaye aux Dames, place de la Reine-Mathilde",Caen,14000,Pas d'ouverture au public,,76540,49.187102936073465,-0.35301574468293084,https://francearchives.gouv.fr/fr/service/34540,R,Archives régionales,
34535,Conseil régional de Nouvelle-Aquitaine - Site de Bordeaux - Service des archives,FRAR_075,service.archives@nouvelle-aquitaine.fr,05.57.57.82.55,,14 rue François de Sourdis,Bordeaux,33077,sur rendez-vous,,33063,44.836539,-0.589206,https://francearchives.gouv.fr/fr/service/34535,R,Archives régionales,
34536,Conseil régional de Nouvelle-Aquitaine - Site de Limoges - Service des archives,FRAR_75,service.archives@nouvelle-aquitaine.fr,05.55.45.00.69,"CS 3116, 87031 Limoges Cedex 1","Hôtel, de Région, 27 boulevard de la Corderie",Limoges,87030,sur rendez-vous,,87085,45.82821,1.264131,https://francearchives.gouv.fr/fr/service/34536,R,Archives régionales,
34537,Conseil régional de Nouvelle-Aquitaine - Site de Poitiers - Service des archives,,service.archives@nouvelle-aquitaine.fr,05.49.38.49.04,"Maison de la Région, CS 70575, 86021 Poitiers",15 rue de l'Ancienne-Comédie,Poitiers,86000,sur rendez-vous,,86194,46.580574,0.342745,https://francearchives.gouv.fr/fr/service/34537,R,Archives régionales,
34561,Conseil régional de Provence-Alpes-Côte d'azur - Service des archives,FRAR93,schabert@maregionsud.fr,04.91.57.55.30,"Hôtel de région, Service des archives  - 27 place Jules Guesde, 13481 Marseille Cedex 20","Zone industrielle La Delorme, 5 avenue Paul Héroult",Marseille,13015,"Lundi, Mardi, Jeudi et Vendredi 9h30 à 12h et 14h à 17h",https://archives.maregionsud.fr/,13055,43.340366,5.366706,https://francearchives.gouv.fr/fr/service/34561,R,Archives régionales,
34547,Conseil régional de la Guadeloupe - Service des archives,FRAR01,elodie.ballet@regionguadeloupe.fr,05.90.80.40.10,,"Hôtel de Région, Avenue Paul Lacavé, Petit Paris",Basse Terre,97100,Lu.- Ma. / Je. 8h30 à 12h et de 14h à 16h  / Me. / Ve. 8 h 30 à 12h,,97105,15.99684,-61.71686,https://francearchives.gouv.fr/fr/service/34547,R,Archives régionales,
34556,Conseil régional de la Martinique - Service régional de la documentation et des archives,,henry.delinde@region-martinique.mq,0.596.59.63.00,,Rue Gaston Deferre,Fort-De-France,97200,Me. / Ve.  8h à 12h30,,97209,14.61785,-61.079516,https://francearchives.gouv.fr/fr/service/34556,R,Archives régionales,
34559,Conseil régional de la Réunion - Service des archives,,archives.dsi@cr-reunion.fr,02.62.48.72.28,"Hôtel de région Pierre Lagourgue, BP 67190, 97801 Saint-Denis Messag Cedex 9","Hôtel de région Pierre Lagourgue, avenue René Cassin, Moufia",Saint-Denis,97400,Lu.-Ve. 8h30 à 16h,http://www.regionreunion.com/fr/spip/,97411,-20.903743,55.487023,https://francearchives.gouv.fr/fr/service/34559,R,Archives régionales,
34560,"Conseil régional des Pays de la Loire - Service Valorisation des archives, de l’information et des documents",FRAR52,archives@paysdelaloire.fr,02.28.20.52.48 ou 54.37,"Hôtel de région, 1 rue de la Loire, 44966 Nantes Cedex 6","Hôtel de région, 1 rue de la Loire",Nantes,44000,sur rendez-vous,https://www.paysdelaloire.fr/mon-conseil-regional/se-documenter-sur-les-pays-de-la-loire/les-archives-regionales,44109,47.211345,-1.526051,https://francearchives.gouv.fr/fr/service/34560,R,Archives régionales,
34545,Conseil régional du Centre-Val de Loire - Pôle archives régionales,FRAR24,marion.fiegel@centrevaldeloire.fr,02.38.70.32.84,"9 rue Saint-Pierre Lentin, 45041 Orléans Cedex 1",9 rue Saint-Pierre Lentin,Orléans,45000,,,45234,47.900724,1.908408,https://francearchives.gouv.fr/fr/service/34545,R,Archives régionales,
689545523,Agence de mutualisation des universités et établissements d'enseignement supérieur ou de la recherche et de support à l'enseignement supérieur ou à la recherche (AMUE) - Service des archives,,servicearchivage@amue.fr,,"CS 30349, 34961 Montpellier Cedex 2",181 place Ernest Granier - Oz'One,Montpellier,34961,,,34172,43.601853,3.901579,https://francearchives.gouv.fr/fr/service/689545523,U,Éducation et enseignement,
264815776,Casa De Velazquez - Service des archives,,pierre-yves.arnaud@casadevelazquez.org,(+34) - 914 551 580 ,,"Ciudad Universitaria C/ de Paul Guinard, 3 E 	",Madrid,28040,,,,40.44150732176451,-3.7303493161847507,https://francearchives.gouv.fr/fr/service/264815776,U,Éducation et enseignement,
264815777,CentraleSupélec - Service documentation,,cs.archives@centralesupelec.fr,01.75.31.61.14,,"Bâtiment Bouygues, sa. 149, 3 rue Joliot-Curie",Gif-sur-Yvette,91190,,,91272,48.709629,2.170077,https://francearchives.gouv.fr/fr/service/264815777,U,Éducation et enseignement,
265766982,Centre Informatique National de l'Enseignement (CINES) - Service des archives,,bechard@cines.fr,04.67.14.14.55,"950 rue de Priest, 34097 Montpellier Cedex 5",,Montpellier,34000,,,34172,43.63639719992388,3.841841610915821,https://francearchives.gouv.fr/fr/service/265766982,U,Éducation et enseignement,
323035225,Centre de recherche bretonne et celtique (CRBC),FRCRBC,crbc@univ-brest.fr,02.98.01.63.31,20 Rue Duquesne - CS 93837 ,Faculté des Lettres et  Sciences Humaines ,BREST Cedex 3,29238 ,Lundi au vendredi de 9h à 18h., https://www.univ-brest.fr/crbc/,,48.39294,-4.48802,https://francearchives.gouv.fr/fr/service/323035225,U,Éducation et enseignement,
30568885,Centre international d'études pédagogiques - Service des archives,,delebarre@ciep.fr,01.45.07.60.00,,1 avenue Léon Journault,Sèvres,92310,,,93072,48.955201,2.379373,https://francearchives.gouv.fr/fr/service/30568885,U,Éducation et enseignement,
27247624,Centre national de la recherche scientifique (CNRS) - Pôle national de conservation des données et documents,,marie-laure.bachelerie@cnrs-dir.fr,01.44.96.41.64,,"3, rue Michel-Ange",Paris,75016,,https://intranet.cnrs.fr/Cnrs_pratique/archiver/Pages/default.aspx,75116,48.847606,2.264027,https://francearchives.gouv.fr/fr/service/27247624,U,Éducation et enseignement,
26288094,Collège de France - Service des archives,FRCDF,archives@college-de-france.fr,01.44.27.13.63,,11 place Marcelin Berthelot,Paris,75005,sur rendez-vous,https://www.college-de-france.fr/site/bibliotheques-archives/index.htm,75105,48.849091,2.345546,https://francearchives.gouv.fr/fr/service/26288094,U,Éducation et enseignement,
265807003,Conservatoire national supérieur de musique et de danse de Paris - Service des archives,,archives@cnsmdp.fr,01.40.40.45.47,,"Médiathèque Hector Berlioz et Archives, 209 avenue Jean Jaurès",Paris,75019,,,75119,48.888813,2.391923,https://francearchives.gouv.fr/fr/service/265807003,U,Éducation et enseignement,
94529161,Ecole des hautes études en santé publique - Service des archives,,olivier.frayard@ehesp.fr,02.99.02.29.43,,15 avenue du Professeur Léon Bernard,Rennes,35043,,,35238,48.116817,-1.703385,https://francearchives.gouv.fr/fr/service/94529161,U,Éducation et enseignement,
34600,Ecole des hautes études en sciences sociales (EHESS) - Service des archives,,service.archives@ehess.fr,06.46.63.15.99,,54 boulevard Raspail,Paris,75006,Sur rendez-vous,https://www.ehess.fr/fr/archives-lehess,75106,48.846184,2.32815,https://francearchives.gouv.fr/fr/service/34600,U,Éducation et enseignement,
74777948,Ecole des mines de Paris - Mines ParisTech - Service des archives,FR-751069801_Mines,ludovic.bouvier@mines-paristech.fr,01.40.51.91.54,,60 boulevard Saint-Michel,Paris,75006,,,75106,48.845632,2.339672,https://francearchives.gouv.fr/fr/service/74777948,U,Éducation et enseignement,
26288050,Ecole du Louvre - Service des archives,,olivier.lebreton@ecoledulouvre.fr,01.55.35.18.88,"Palais du Louvre, 75038 Paris Cedex 01","Palais du Louvre, rue de Rivoli",Paris,75001,,,75101,48.86141,2.3369,https://francearchives.gouv.fr/fr/service/26288050,U,Éducation et enseignement,
88312045,Ecole française d’Athènes  - Service des archives,GREFA,archives@efa.gr,(+30) 210 36 79 942,, 6 rue Didotou ,Athènes (Grèce),10680,,https://www.efa.gr/fr/ressources-documentaires/les-archives,,37.98226485521571,23.737618140928646,https://francearchives.gouv.fr/fr/service/88312045,U,Éducation et enseignement,
34585,Ecole nationale de la Protection judiciaire de la jeunesse - Service des archives,FR-595125101,chloe.minnaert@justice.fr,03.59.03.18.63,,16 rue du Curoir,Roubaix,59100,,,59512,50.688421,3.172272,https://francearchives.gouv.fr/fr/service/34585,U,Éducation et enseignement,
30568901,Ecole nationale de la magistrature - Service des archives,FR-330635203,biblio.enm@justice.fr,,,10 rue des Frères Bonie,Bordeaux Cedex,33080,,,33063,44.836685,-0.579184,https://francearchives.gouv.fr/fr/service/30568901,U,Éducation et enseignement,
34598,Ecole nationale des Chartes - Service des archives,,mohammed.tawaf@chartes.psl.eu,01 55 42 21 83,,65 Rue de Richelieu,Paris,75002,,http://www.enc-sorbonne.fr/,75102,48.867298,2.337596,https://francearchives.gouv.fr/fr/service/34598,U,Éducation et enseignement,
30568902,Ecole nationale des greffes - Centre de ressources documentaires,,jean-denis.pelletier@justice.fr,03.80.60.56.00,,5 boulevard de la Marne,Dijon,21000,,,21231,47.329806,5.049022,https://francearchives.gouv.fr/fr/service/30568902,U,Éducation et enseignement,
34601,Ecole nationale des ponts et chaussées - Pôle patrimoine et archives,,archives@enpc.fr,01.64.15.34.69,,"6-8 avenue Blaise Pascal, Cité Descartes",Champs-sur-Marne,77455,,https://heritage.ecoledesponts.fr/enpc/,77083,48.84223,2.58431,https://francearchives.gouv.fr/fr/service/34601,U,Éducation et enseignement,
265807008,Ecole nationale supérieure d'architecture de Paris La Villette - Service des archives,,aurelie.timsit@paris-lavillette.archi.fr	,01.44.65.23.03,,144 avenue de Flandre,Paris,75019 ,,,75119,48.893616,2.38098,https://francearchives.gouv.fr/fr/service/265807008,U,Éducation et enseignement,
342396708,Ecole nationale supérieure d'architecture de Paris-Belleville - Service des archives,,blandine.nouvellement@paris-belleville.archi.fr,01.53.38.50.68,,60 boulevard de la Villette,Paris,75019,,https://www.paris-belleville.archi.fr/ecole/le-service-des-archives/presentation-du-service-des-archives/,75119,48.874873,2.374218,https://francearchives.gouv.fr/fr/service/342396708,U,Éducation et enseignement,
689545600,Ecole nationale supérieure de paysage - Service documentation - archives et collections,,archives@ecole-paysage.fr,01.39.24.62.97.10,,10 rue du Maréchal Joffre,Versailles,78000,,,78646,48.797303,2.122807,https://francearchives.gouv.fr/fr/service/689545600,U,Éducation et enseignement,
26288091,Ecole normale supérieure de Lyon,,archives@ens-lyon.fr,04.37.37.65.16,"BP 7000, 69342 Lyon Cedex ",15 parvis René Descartes,Lyon,69342,,,69387,45.733056,4.83401,https://francearchives.gouv.fr/fr/service/26288091,U,Éducation et enseignement,
